full_name,final_score,occupation,city,state,state_id,archive_info,date,dt_indx,winner_flg
Sarah Wright,5600,a school librarian,Plainfield,Indiana,IN,J! Archive - Show #7236,2/15/16,3,0
Lisette Pringle,12001,a jewelry store assistant manager,Little River,South Carolina,SC,J! Archive - Show #7543,5/31/17,2,0
Emily Hollins,0,a university registrar,Hancock,Maryland,MD,J! Archive - Show #7541,5/29/17,2,0
Liz Bass,3500,a college journalism teacher,Manhasset,New York,NY,J! Archive - Show #7540,5/26/17,3,0
Mackenzie Vogt,22400,a systems analyst,Point Pleasant,New Jersey,NJ,J! Archive - Show #7539,5/25/17,1,0
Mackenzie Vogt,12600,a systems analyst,Point Pleasant,New Jersey,NJ,J! Archive - Show #7538,5/24/17,2,1
Melanie Tannenbaum Hepler,0,a fitness instructor,Newark,California,CA,J! Archive - Show #7539,5/25/17,2,0
Allison Totura,400,a research microbiologist,Frederick,Maryland,MD,J! Archive - Show #7411,11/28/16,3,0
Anne Campbell,12499,a homeschool educator,Frederick,Maryland,MD,J! Archive - Show #7369,9/29/16,3,0
Bill Patschak,0,a trivia writer,Frederick,Maryland,MD,J! Archive - Show #7253,3/9/16,3,0
Sarah Godwin,1,a head of operations at a venture capital firm,Frederick,Maryland,MD,J! Archive - Show #7218,1/20/16,2,0
Justin Braddock,10000,a power engineer,Chattanooga,Tennessee,TN,J! Archive - Show #7536,5/22/17,2,0
Mary Parker,15200,a high school French and English teacher,Rogers,Arkansas,AR,J! Archive - Show #7535,5/19/17,3,0
Mary Parker,3600,a high school French and English teacher,Rogers,Arkansas,AR,J! Archive - Show #7534,5/18/17,3,0
Mary Parker,13700,a high school French and English teacher,Rogers,Arkansas,AR,J! Archive - Show #7533,5/17/17,1,1
Mary Parker,26650,a high school French and English teacher,Rogers,Arkansas,AR,J! Archive - Show #7527,5/9/17,2,1
Eduardo Sevilla,18201,an 8th through 12th grade math teacher,Vienna,Virginia,VA,J! Archive - Show #7532,5/16/17,3,1
Eduardo Sevilla,12005,an 8th through 12th grade math teacher,Vienna,Virginia,VA,J! Archive - Show #7527,5/9/17,3,0
Conor Lastowka,7700,a comedy writer originally,Vienna,Virginia,VA,J! Archive - Show #7348,7/20/16,3,0
Sara Holub,25200,a high school choir teacher,Green Bay,Wisconsin,WI,J! Archive - Show #7531,5/15/17,2,0
Sara Holub,14400,a high school choir teacher,Green Bay,Wisconsin,WI,J! Archive - Show #7527,5/9/17,1,0
Dennis McDonald,11100,an elementary school math teacher,New Windsor,Maryland,MD,J! Archive - Show #7530,5/12/17,3,0
Lindsey Henry,1,a 1st grade teacher,Waco,Texas,TX,J! Archive - Show #7529,5/11/17,3,0
Stephanie Mitchell,4800,an 8th grade language arts teacher,Effingham,Illinois,IL,J! Archive - Show #7528,5/10/17,2,0
Krista Denn,2000,a human resources manager,Brooklyn Park,Minnesota,MN,J! Archive - Show #7523,5/3/17,2,0
Elena Gray-Blanc,2399,an editor originally,Santa Barbara,California,CA,J! Archive - Show #7258,3/16/16,3,0
Dan Atherton,3199,a fundraising data analyst,Quincy,Massachusetts,MA,J! Archive - Show #7517,4/25/17,2,0
Tricia Riley,18399,a nurse practitioner,Quincy,Massachusetts,MA,J! Archive - Show #7498,3/29/17,3,0
Laura Weiner,8400,a customer service representaive,Quincy,Massachusetts,MA,J! Archive - Show #7034,3/26/15,2,0
Meike Olin,1999,a retired insurance broker,Wilmington,North Carolina,NC,J! Archive - Show #7517,4/25/17,3,0
Mary Bayer,0,a middle and high school drama teacher,Hoffman Estates,Illinois,IL,J! Archive - Show #7003,2/11/15,2,0
Mary Bayer,9000,a middle and high school drama teacher,Hoffman Estates,Illinois,IL,J! Archive - Show #6999,2/5/15,1,0
Meghan Phillips,399,a library and archives assistant,Lancaster,Pennsylvania,PA,J! Archive - Show #7515,4/21/17,3,0
Joanne Huether,1300,an I.T. manager,Farmingdale,New York,NY,J! Archive - Show #7514,4/20/17,3,0
Diana Ascher,6799,a finance system manager,Englewood,New Jersey,NJ,J! Archive - Show #7513,4/19/17,3,0
Steve Gavenas,1,an artist and business consultant,South Pasadena,California,CA,J! Archive - Show #7507,4/11/17,2,0
Kelly Winck,8000,a grants and development manager,Knoxville,Tennessee,TN,J! Archive - Show #7153,10/21/15,3,0
Emily Herndon,6999,a bakery owner,Knoxville,Tennessee,TN,J! Archive - Show #6914,10/9/14,1,0
Emily Herndon,8100,a bakery owner,Knoxville,Tennessee,TN,J! Archive - Show #6913,10/8/14,2,1
Emily Herndon,8100,a bakery owner,Knoxville,Tennessee,TN,J! Archive - Show #6913,10/8/14,2,1
Brad Shumel,2700,a pharmaceutical medical director,Chappaqua,New York,NY,J! Archive - Show #7505,4/7/17,2,0
Jace Cochran,9601,a municipal judge,Dayton,Tennessee,TN,J! Archive - Show #7502,4/4/17,2,0
Billy Wong,11200,an adjunct professor,Hacienda Heights,California,CA,J! Archive - Show #7501,4/3/17,3,0
Andrea Palmiter,4000,a strategic data analyst,Woodinville,Washington,WA,J! Archive - Show #7500,3/31/17,2,0
Aaron Benor,7200,an online sales director,Rutherford,New Jersey,NJ,J! Archive - Show #7500,3/31/17,3,1
H.B. Taylor,0,a collaboration solution specialist,McKinney,Texas,TX,J! Archive - Show #7111,7/13/15,1,0
H.B. Taylor,23201,a collaboration solution specialist,McKinney,Texas,TX,J! Archive - Show #7110,7/10/15,3,1
Troy Senik,500,a newspaper columnist,Westlake Village,California,CA,J! Archive - Show #6864,6/19/14,1,0
Troy Senik,28700,a newspaper columnist,Westlake Village,California,CA,J! Archive - Show #6863,6/18/14,2,1
Stephanie Garrone-Shufran,0,a teacher educator,Woburn,Massachusetts,MA,J! Archive - Show #7495,3/24/17,1,0
Stephanie Garrone-Shufran,17400,a teacher educator,Woburn,Massachusetts,MA,J! Archive - Show #7494,3/23/17,3,1
Amy Hollis,12400,a freelance editor,Akron,Ohio,OH,J! Archive - Show #7102,6/30/15,2,0
Derek Arnold,0,a system developer,Akron,Ohio,OH,J! Archive - Show #6801,3/24/14,3,0
Eli Rosenberger,100,a Naval flight officer,Oak Harbor,Washington,WA,J! Archive - Show #7491,3/20/17,2,0
Eli Rosenberger,100,a Naval flight officer,Oak Harbor,Washington,WA,J! Archive - Show #7491,3/20/17,2,0
Christiane Evaskis-Garrett,2,a content developer,Jackson,Michigan,MI,J! Archive - Show #7491,3/20/17,3,0
Christiane Evaskis-Garrett,2,a content developer,Jackson,Michigan,MI,J! Archive - Show #7491,3/20/17,3,0
Brendon Stanton,6601,an investigator,Binghamton,New York,NY,J! Archive - Show #7488,3/15/17,3,1
Mari Hanley,5000,a junior at Stetson University,Lighthouse Point,Florida,FL,J! Archive - Show #7473,2/22/17,3,0
Mari Hanley,5000,a junior at Stetson University,Lighthouse Point,Florida,FL,J! Archive - Show #7473,2/22/17,3,0
Mari Hanley,16201,a junior at Stetson University,Lighthouse Point,Florida,FL,J! Archive - Show #7468,2/15/17,2,0
Julia Marsan,10000,a senior at Georgetown University,Brookfield,Wisconsin,WI,J! Archive - Show #7471,2/20/17,1,0
Julia Marsan,24400,a senior at Georgetown University,Brookfield,Wisconsin,WI,J! Archive - Show #7470,2/17/17,2,1
Alex Bourzutschky,0,a junior at Caltech,Potomac,Maryland,MD,J! Archive - Show #7471,2/20/17,3,0
Alex Bourzutschky,23599,a junior at Caltech,Potomac,Maryland,MD,J! Archive - Show #7468,2/15/17,1,1
Allison Holley,13000,a senior at Lawrence University,Racine,Wisconsin,WI,J! Archive - Show #7469,2/16/17,1,0
Corey Schmalzle,11000,a senior at Lehigh University,Hawley,Pennsylvania,PA,J! Archive - Show #7469,2/16/17,3,0
Hannah Whisnant,1,a junior at the United States Military Academy,Nokomis,Florida,FL,J! Archive - Show #7467,2/14/17,3,0
Esteban Fernandez,0,a freshman at San Francisco State University,Coronado,California,CA,J! Archive - Show #7466,2/13/17,2,0
Sam Scovill,13200,a G.I.S. technician,Oklahoma City,Oklahoma,OK,J! Archive - Show #7431,12/26/16,1,0
Sam Scovill,17399,a G.I.S. technician,Oklahoma City,Oklahoma,OK,J! Archive - Show #7430,12/23/16,1,1
Sam Scovill,16801,a G.I.S. technician,Oklahoma City,Oklahoma,OK,J! Archive - Show #7429,12/22/16,1,1
Sam Scovill,22001,a G.I.S. technician,Oklahoma City,Oklahoma,OK,J! Archive - Show #7428,12/21/16,2,1
Warren Toland,4400,a National Guard recruiter,Torrington,Connecticut,CT,J! Archive - Show #7459,2/2/17,2,0
Doug Baker,2799,a sustainability specialist,Tecumseh,Michigan,MI,J! Archive - Show #7457,1/31/17,3,0
Joe Di Dio,0,a daylight engineer and stay-at-home dad,Queens,New York,NY,J! Archive - Show #7456,1/30/17,2,0
Carlos Capellan,5999,an IT manager,Queens,New York,NY,J! Archive - Show #7046,4/13/15,2,0
Erin McLaughlin,18200,a fifth grade teacher,Queens,New York,NY,J! Archive - Show #7001,2/9/15,3,0
Erin McLaughlin,18200,a fifth grade teacher,Queens,New York,NY,J! Archive - Show #7001,2/9/15,3,0
Erin McLaughlin,12600,a fifth grade teacher,Queens,New York,NY,J! Archive - Show #6996,2/2/15,2,0
Rebecca Rider,5800,an office supply sales assistant,Queens,New York,NY,J! Archive - Show #6942,11/18/14,3,0
Josiah Drewien,4600,an engineer and off-grid homesteader,Hayden Lake,Idaho,ID,J! Archive - Show #7454,1/26/17,3,0
Philip Clark,20000,a high school librarian,Falls Church,Virginia,VA,J! Archive - Show #7154,10/22/15,2,0
Aaron Ellis,1600,a high school physics teacher,Whitestown,Indiana,IN,J! Archive - Show #7448,1/18/17,2,0
Ryan VanderYacht,600,a substitute teacher and stay-at-home dad,Lake Forest,California,CA,J! Archive - Show #7435,12/30/16,3,0
Mike Lamar,14200,an OB/GYN,Wichita Falls,Texas,TX,J! Archive - Show #7433,12/28/16,2,1
Jonpaul Guinn,7200,a quiz host and writer,Providence,Rhode Island,RI,J! Archive - Show #7284,4/21/16,3,0
Choyon Manjrekar,193,an urban planner,Providence,Rhode Island,RI,J! Archive - Show #7077,5/26/15,1,0
Choyon Manjrekar,193,an urban planner,Providence,Rhode Island,RI,J! Archive - Show #7077,5/26/15,1,0
Choyon Manjrekar,14000,an urban planner,Providence,Rhode Island,RI,J! Archive - Show #7076,5/25/15,1,1
Choyon Manjrekar,18900,an urban planner,Providence,Rhode Island,RI,J! Archive - Show #7075,5/22/15,1,1
Choyon Manjrekar,23800,an urban planner,Providence,Rhode Island,RI,J! Archive - Show #7074,5/21/15,2,1
Amelia Reinwald,0,an abuse prevention educator,Irving,Texas,TX,J! Archive - Show #7429,12/22/16,2,0
Brad Snyder,0,a consulting electrical engineer,Port Deposit,Maryland,MD,J! Archive - Show #7429,12/22/16,3,0
Michael Rollins,20000,a corporate controller,Frisco,Texas,TX,J! Archive - Show #7425,12/16/16,3,0
Amy Young,3700,a public health graduate student,Corvallis,Oregon,OR,J! Archive - Show #7421,12/12/16,2,0
Gina Shaddox,5200,an accounting service representative,Corvallis,Oregon,OR,J! Archive - Show #7030,3/20/15,1,0
Gina Shaddox,11000,an accounting service representative,Corvallis,Oregon,OR,J! Archive - Show #7029,3/19/15,2,1
Bridget McNulty,4400,an analytical chemist,Phoenixville,Pennsylvania,PA,J! Archive - Show #7421,12/12/16,3,0
Shannon Lee,1,an architectural design associate,Phoenixville,Pennsylvania,PA,J! Archive - Show #7189,12/10/15,3,0
Anton Deljaj,6001,a residential manager,Bronx,New York,NY,J! Archive - Show #7419,12/8/16,3,0
Colin Thibadeau,1,a music producer and sound editor,Bronx,New York,NY,J! Archive - Show #7176,11/23/15,2,0
Jaime Ryan,2800,a technology strategist,San Marcos,California,CA,J! Archive - Show #7418,12/7/16,2,0
Kylie Carrithers,-1400,an intensive English instructor,Terre Haute,Indiana,IN,J! Archive - Show #7414,12/1/16,2,0
Chuck Dunn,4399,a mathematics professor,Tigard,Oregon,OR,J! Archive - Show #7396,11/7/16,1,0
Chuck Dunn,22400,a mathematics professor,Tigard,Oregon,OR,J! Archive - Show #7395,11/4/16,3,1
Kat Lewin,8001,a composition lecturer,Irvine,California,CA,J! Archive - Show #7396,11/7/16,3,0
Michael Koh,20000,a supervisory analyst,Irvine,California,CA,J! Archive - Show #7285,4/22/16,3,0
Patrick Fernandez,2199,a risk analytics manager,Irvine,California,CA,J! Archive - Show #6956,12/8/14,3,0
Vivek Ravishanker,17600,a freelance consultant,Higganum,Connecticut,CT,J! Archive - Show #7394,11/3/16,1,1
Vivek Ravishanker,20001,a freelance consultant,Higganum,Connecticut,CT,J! Archive - Show #7393,11/2/16,1,1
Vivek Ravishanker,23199,a freelance consultant,Higganum,Connecticut,CT,J! Archive - Show #7392,11/1/16,2,1
Ken Hirsh,2199,a law library director and law professor,Milford,Ohio,OH,J! Archive - Show #7390,10/28/16,1,0
Ken Hirsh,16001,a law library director and law professor,Milford,Ohio,OH,J! Archive - Show #7389,10/27/16,2,1
Erin Rettler,1199,a brand manager,Harrisburg,Pennsylvania,PA,J! Archive - Show #7383,10/19/16,2,0
Keely Walker,9400,a manager of scientific writing,Glendora,California,CA,J! Archive - Show #7380,10/14/16,2,0
Pidge Meade,13400,a technical writer and actress,Pacifica,California,CA,J! Archive - Show #7377,10/11/16,1,1
Pidge Meade,17601,a technical writer and actress,Pacifica,California,CA,J! Archive - Show #7376,10/10/16,3,1
Carl Holmgren,399,an investment advisor,Kalamazoo,Michigan,MI,J! Archive - Show #7205,1/1/16,3,0
George Lyle,1600,an I.T. security risk analyst,West Lafayette,Indiana,IN,J! Archive - Show #7371,10/3/16,3,0
Carissa Pekny,0,a senior at the U.S. Military Academy at West Point,West Lafayette,Indiana,IN,J! Archive - Show #7226,2/1/16,2,0
Erin Post,1,a statistician,Bettendorf,Iowa,IA,J! Archive - Show #7368,9/28/16,2,0
Amy Nienaber,600,an aspiring student,Bettendorf,Iowa,IA,J! Archive - Show #6811,4/7/14,1,0
Amy Nienaber,30000,an aspiring student,Bettendorf,Iowa,IA,J! Archive - Show #6805,3/28/14,1,1
Amy Nienaber,21000,an aspiring student,Bettendorf,Iowa,IA,J! Archive - Show #6804,3/27/14,2,1
Harold Leff,8800,a retired actuary,Bay Shore,New York,NY,J! Archive - Show #7368,9/28/16,3,0
Miranda Prince,10600,a yarn purveyor,Albany,Oregon,OR,J! Archive - Show #7367,9/27/16,2,0
Kellyn Johnson,8100,a student and cultural engagement coordinator,Tempe,Arizona,AZ,J! Archive - Show #7364,9/22/16,2,0
Al Cho,6700,a corporate strategist originally,Tempe,Arizona,AZ,J! Archive - Show #7034,3/26/15,3,0
Dorcas Alexander,3799,an analytics consultant,Bethel Park,Pennsylvania,PA,J! Archive - Show #7361,9/19/16,2,0
Scott Bateman,9599,a filmmaker and author,Beacon,New York,NY,J! Archive - Show #7359,9/15/16,1,0
Scott Bateman,9599,a filmmaker and author,Beacon,New York,NY,J! Archive - Show #7359,9/15/16,1,0
Monikka Mann,15100,an innovation project manager,Katy,Texas,TX,J! Archive - Show #7352,7/26/16,2,0
Alex Navissi,12200,a business development associate originally,Katy,Texas,TX,J! Archive - Show #7032,3/24/15,1,0
Alex Navissi,13401,a business development associate originally,Katy,Texas,TX,J! Archive - Show #7031,3/23/15,1,1
Alex Navissi,13500,a business development associate originally,Katy,Texas,TX,J! Archive - Show #7030,3/20/15,3,1
Karen Lazar,2000,a retired educator,Oceanside,New York,NY,J! Archive - Show #7352,7/26/16,3,0
Paige Ormiston,15200,a Navy JAG,Norfolk,Virginia,VA,J! Archive - Show #6863,6/18/14,1,0
Paige Ormiston,32200,a Navy JAG,Norfolk,Virginia,VA,J! Archive - Show #6862,6/17/14,2,1
Mike Solano,4200,a speech-language pathology graduate student,Sleepy Hollow,New York,NY,J! Archive - Show #7340,7/8/16,2,0
Neil Sondov,0,a psychotherapist,Greenville,South Carolina,SC,J! Archive - Show #7339,7/7/16,2,0
Sonam Shah,3999,a healthcare consultant originally,Greenville,South Carolina,SC,J! Archive - Show #7222,1/26/16,2,0
Amanda Garrett,100,a telecommunications technician,Greenville,South Carolina,SC,J! Archive - Show #7060,5/1/15,3,0
Emily Hillard,8000,a systems coordinator,Evansville,Indiana,IN,J! Archive - Show #7338,7/6/16,3,0
Sandy Hall,1,a nurse residency program manager originally,Evansville,Indiana,IN,J! Archive - Show #7225,1/29/16,3,0
Sarah Negugogor,0,a user experience designer,Kirkland,Washington,WA,J! Archive - Show #7058,4/29/15,3,0
Harris Stutman,14200,a medical informaticist,Huntington Beach,California,CA,J! Archive - Show #7333,6/29/16,1,0
Harris Stutman,23800,a medical informaticist,Huntington Beach,California,CA,J! Archive - Show #7332,6/28/16,1,1
Harris Stutman,16700,a medical informaticist,Huntington Beach,California,CA,J! Archive - Show #7331,6/27/16,1,1
Harris Stutman,23000,a medical informaticist,Huntington Beach,California,CA,J! Archive - Show #7330,6/24/16,2,1
Jennifer Lloyd,300,a baker,Bloomington,Indiana,IN,J! Archive - Show #7332,6/28/16,2,0
Riley Molin,1,a political science student originally,Bloomington,Indiana,IN,J! Archive - Show #7309,5/26/16,2,0
Penny Reid,18500,a newspaper copy editor,Bloomington,Indiana,IN,J! Archive - Show #7023,3/11/15,1,0
Penny Reid,22400,a newspaper copy editor,Bloomington,Indiana,IN,J! Archive - Show #7022,3/10/15,2,1
Susan Sexton,8199,an actuary originally,Peachtree Corners,Georgia,GA,J! Archive - Show #7331,6/27/16,2,0
Marjika Howarth,2800,a mother of 4,South Jordan,Utah,UT,J! Archive - Show #7329,6/23/16,3,0
Steve Martinez,15000,a U.S. Air Force logistics readiness officer,Fairfax,Virginia,VA,J! Archive - Show #6846,5/26/14,3,0
Joe Mulder,1399,a closed captioner originally,Marshall,Minnesota,MN,J! Archive - Show #7326,6/20/16,2,0
Christopher Denault,10401,a wedding videographer and stay-at-home dad,Carol Stream,Illinois,IL,J! Archive - Show #7325,6/17/16,3,0
Beth Masterson,3300,a correctional librarian,Lincolnton,North Carolina,NC,J! Archive - Show #7323,6/15/16,2,0
Mark Adams,9158,a health benefits advisor,Johnstown,Pennsylvania,PA,J! Archive - Show #7319,6/9/16,3,0
Stew Latwin,14798,a Navy pilot originally,Rye,New York,NY,J! Archive - Show #7318,6/8/16,1,0
Stew Latwin,29201,a Navy pilot originally,Rye,New York,NY,J! Archive - Show #7317,6/7/16,1,1
Stew Latwin,13400,a Navy pilot originally,Rye,New York,NY,J! Archive - Show #7316,6/6/16,3,1
Julia Lawrence,399,an English teacher originally,Rye,New York,NY,J! Archive - Show #7115,7/17/15,3,0
Robert Wood,100,a teacher originally,Twentynine Palms,California,CA,J! Archive - Show #7317,6/7/16,3,0
Jeremy Eaton,3800,a graduate student and instructor originally,Gambrills,Maryland,MD,J! Archive - Show #7315,6/3/16,3,0
Dan Rothfarb,5200,a technical writer and editor,Annandale,Virginia,VA,J! Archive - Show #7309,5/26/16,3,0
Victor Saymo,0,an aspiring writer and poet,Keaau,Hawaii,HI,J! Archive - Show #7307,5/24/16,3,0
Kaberi Chakrabarty,8800,an elementary bilingual teacher,Joliet,Illinois,IL,J! Archive - Show #7300,5/13/16,1,0
Kaberi Chakrabarty,4600,an elementary bilingual teacher,Joliet,Illinois,IL,J! Archive - Show #7299,5/12/16,1,0
Kaberi Chakrabarty,31201,an elementary bilingual teacher,Joliet,Illinois,IL,J! Archive - Show #7296,5/9/16,2,1
Kaberi Chakrabarty,11600,an elementary bilingual teacher,Joliet,Illinois,IL,J! Archive - Show #7295,5/6/16,1,0
Melissa Spencer,2399,an adjunct physics instructor and stay-at-home mom,Des Moines,Iowa,IA,J! Archive - Show #7262,3/22/16,1,0
Melissa Spencer,13600,an adjunct physics instructor and stay-at-home mom,Des Moines,Iowa,IA,J! Archive - Show #7261,3/21/16,3,1
Chris Tempro,19800,a 9th grade math teacher,Allentown,Pennsylvania,PA,J! Archive - Show #7297,5/10/16,1,0
Chris Tempro,18401,a 9th grade math teacher,Allentown,Pennsylvania,PA,J! Archive - Show #7291,5/2/16,3,1
Nicole Throckmorton,18800,an 11th grade English and creative writing teacher,Williamsburg,Virginia,VA,J! Archive - Show #7296,5/9/16,3,0
Nicole Throckmorton,5000,an 11th grade English and creative writing teacher,Williamsburg,Virginia,VA,J! Archive - Show #7292,5/3/16,3,0
Terrie Trebilcock,1300,a high school history and economics teacher,Glen Rock,Pennsylvania,PA,J! Archive - Show #7294,5/5/16,3,0
Jeanne Roper,27995,a garden designer,Blacksburg,Virginia,VA,J! Archive - Show #7286,4/25/16,2,0
Christian Maher,1,a fishmonger,Sea Isle City,New Jersey,NJ,J! Archive - Show #7278,4/13/16,3,0
Ricky Young,23601,a tax accountant originally,Canyonville,Oregon,OR,J! Archive - Show #7277,4/12/16,1,0
Ricky Young,14401,a tax accountant originally,Canyonville,Oregon,OR,J! Archive - Show #7276,4/11/16,1,1
Ricky Young,25599,a tax accountant originally,Canyonville,Oregon,OR,J! Archive - Show #7275,4/8/16,3,1
Kim Rohrer,22799,a web production manager,Ossining,New York,NY,J! Archive - Show #7275,4/8/16,2,0
Sabrina Fritz,21799,an engineering student originally,St. Charles,Missouri,MO,J! Archive - Show #7273,4/6/16,2,0
Sawyer Morgan,21900,an engineering student originally,Fishers,Indiana,IN,J! Archive - Show #7108,7/8/15,1,0
Sawyer Morgan,11590,an engineering student originally,Fishers,Indiana,IN,J! Archive - Show #7107,7/7/15,2,1
Laura Mogul,0,an executive director,Port Washington,New York,NY,J! Archive - Show #7269,3/31/16,3,0
Megan Selva,1,a content manager,Woodbridge,Virginia,VA,J! Archive - Show #7268,3/30/16,2,0
Sam Gale,9900,a test reader and evaluator,Kernersville,North Carolina,NC,J! Archive - Show #7265,3/25/16,3,0
Joshua Wennrich,800,a U.S. Air Force munitions officer originally,Canton,New York,NY,J! Archive - Show #7262,3/22/16,2,0
Bill Murphy,10200,an emergency physician,Laguna Beach,California,CA,J! Archive - Show #7245,2/26/16,3,0
Jill Panall,15802,an H.R. consultant,Newburyport,Massachusetts,MA,J! Archive - Show #7244,2/25/16,1,0
Tim Kutz,17600,a data conversion manager,Ogden,Utah,UT,J! Archive - Show #7242,2/23/16,1,0
Tim Kutz,24401,a data conversion manager,Ogden,Utah,UT,J! Archive - Show #7241,2/22/16,1,1
Tim Kutz,19100,a data conversion manager,Ogden,Utah,UT,J! Archive - Show #7240,2/19/16,1,1
Tim Kutz,16900,a data conversion manager,Ogden,Utah,UT,J! Archive - Show #7239,2/18/16,1,1
Tim Kutz,46599,a data conversion manager,Ogden,Utah,UT,J! Archive - Show #7238,2/17/16,3,1
Katie Oliver,0,an administrative professional,Fredericksburg,Virginia,VA,J! Archive - Show #7238,2/17/16,2,0
Ziad Ali,18201,a freshman at North Carolina State University,Oak Ridge,North Carolina,NC,J! Archive - Show #7233,2/10/16,1,1
Ziad Ali,21600,a freshman at North Carolina State University,Oak Ridge,North Carolina,NC,J! Archive - Show #7230,2/5/16,1,0
Kate Laubscher,14000,a sophomore at Northeastern University,Woodside,California,CA,J! Archive - Show #7233,2/10/16,3,0
Kate Laubscher,14400,a sophomore at Northeastern University,Woodside,California,CA,J! Archive - Show #7227,2/2/16,3,0
Amanda Rosner,13200,a freshman at Northwestern University,Sandy Springs,Georgia,GA,J! Archive - Show #7228,2/3/16,2,0
Emily Bingham,17600,a senior at Wright State University,Dayton,Ohio,OH,J! Archive - Show #7227,2/2/16,1,1
Fred Vaughn,16600,an Internet operations technician,Mineral Point,Wisconsin,WI,J! Archive - Show #7224,1/28/16,1,0
Fred Vaughn,16100,an Internet operations technician,Mineral Point,Wisconsin,WI,J! Archive - Show #7223,1/27/16,1,1
Fred Vaughn,13300,an Internet operations technician,Mineral Point,Wisconsin,WI,J! Archive - Show #7222,1/26/16,1,1
Fred Vaughn,16000,an Internet operations technician,Mineral Point,Wisconsin,WI,J! Archive - Show #7220,1/22/16,3,1
Colin West,1000,a graduate student in physics,Port Jefferson,New York,NY,J! Archive - Show #7223,1/27/16,2,0
Gerry Matatics,2,a speaker and writer,Scranton,Pennsylvania,PA,J! Archive - Show #7222,1/26/16,3,0
Kyle Webb,400,a veterinary clinical pathologist originally,Boyertown,Pennsylvania,PA,J! Archive - Show #7220,1/22/16,1,0
Kyle Webb,17201,a veterinary clinical pathologist originally,Boyertown,Pennsylvania,PA,J! Archive - Show #7219,1/21/16,1,1
Kyle Webb,23600,a veterinary clinical pathologist originally,Boyertown,Pennsylvania,PA,J! Archive - Show #7218,1/20/16,1,1
Kyle Webb,4399,a veterinary clinical pathologist originally,Boyertown,Pennsylvania,PA,J! Archive - Show #7217,1/19/16,3,1
Jennifer Sterling,0,an I.T. specialist,Burbank,California,CA,J! Archive - Show #7219,1/21/16,3,0
Claudia Corriere,0,a church musician and homemaker,Kennesaw,Georgia,GA,J! Archive - Show #7216,1/18/16,2,1
Claudia Corriere,21200,a church musician and homemaker,Kennesaw,Georgia,GA,J! Archive - Show #7195,12/18/15,1,1
Claudia Corriere,7800,a church musician and homemaker,Kennesaw,Georgia,GA,J! Archive - Show #7194,12/17/15,2,1
Ellen Huber,0,a human resources director,Morrisville,Pennsylvania,PA,J! Archive - Show #7214,1/14/16,2,0
Doug Butler,100,a graduate student in medieval history,Columbia,Missouri,MO,J! Archive - Show #7048,4/15/15,2,0
Lisa Cech,15300,an information coordinator,Lakewood,Ohio,OH,J! Archive - Show #7212,1/12/16,2,0
Alison Meermans,14900,a fundraising project manager,Lakewood,Ohio,OH,J! Archive - Show #6867,6/24/14,1,0
Alison Meermans,15200,a fundraising project manager,Lakewood,Ohio,OH,J! Archive - Show #6866,6/23/14,1,1
Alison Meermans,18400,a fundraising project manager,Lakewood,Ohio,OH,J! Archive - Show #6865,6/20/14,2,1
Ava Hadaway,18000,a chemistry tutor,Hayward,California,CA,J! Archive - Show #7210,1/8/16,2,0
Sheila Churchill,0,a retired registered nurse,Braselton,Georgia,GA,J! Archive - Show #7208,1/6/16,2,0
Deborah Henry,19601,a retired attorney,Maineville,Ohio,OH,J! Archive - Show #7205,1/1/16,2,0
Sandro Marchegiani,999,a college instructor,Windber,Pennsylvania,PA,J! Archive - Show #7204,12/31/15,2,0
Mary Green,500,a college instructor,Milton,Georgia,GA,J! Archive - Show #7065,5/8/15,2,0
Stephen Byrd,1199,a hardware store manager,Hartsville,South Carolina,SC,J! Archive - Show #7201,12/28/15,3,1
Ted Johnson,0,a job seeker,Shoreview,Minnesota,MN,J! Archive - Show #7197,12/22/15,3,0
Jay O'Brien,7599,a physics instructor,Waterford,New York,NY,J! Archive - Show #7196,12/21/15,2,0
Tiombi Prince,600,an advocation support specialist,East Point,Georgia,GA,J! Archive - Show #7194,12/17/15,1,0
Tiombi Prince,18900,an advocation support specialist,East Point,Georgia,GA,J! Archive - Show #7193,12/16/15,1,1
Tiombi Prince,14200,an advocation support specialist,East Point,Georgia,GA,J! Archive - Show #7192,12/15/15,2,1
Sam McLinn,0,a retiree,Independence,Ohio,OH,J! Archive - Show #7192,12/15/15,1,0
Sam McLinn,12500,a retiree,Independence,Ohio,OH,J! Archive - Show #7191,12/14/15,2,1
Katie Price,0,a paraprofessional,Peabody,Massachusetts,MA,J! Archive - Show #7191,12/14/15,1,0
Katie Price,13000,a paraprofessional,Peabody,Massachusetts,MA,J! Archive - Show #7190,12/11/15,2,1
Bianca Howard,5599,a waste reduction specialist,Cary,North Carolina,NC,J! Archive - Show #7188,12/9/15,2,0
Sam Suarez,400,a postdoctoral researcher,Cary,North Carolina,NC,J! Archive - Show #7120,7/24/15,3,0
Tom Imler,11500,a data repair technician,Cary,North Carolina,NC,J! Archive - Show #7040,4/3/15,2,0
Liz Fritz,0,an intake coordinator,Spring Hill,Kansas,KS,J! Archive - Show #7187,12/8/15,1,0
Rob Russell,1,a tutoring and testing director,Johnson City,Tennessee,TN,J! Archive - Show #7181,11/30/15,1,0
